stimulus_id,all_genders,voice_type,voice_age,voice_gender,voice_exagg,title,description,upload_date,download
h0TPYyam0-c,There are no actors/presenters or you can never see their faces,Sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys - Meet the Enchantimals,"The wait is over, meet the Enchantimals!",20170731,True
NW9w3nKtjO4,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Orbeez Soothing Spa TV commercial,,20120817,True
my2MceeTLxc,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Science In Wonderland - Smyths Toys,"Try out five fun experiments, perfect for someone who loves both science and fairies! Use the kit to create all of the science you want. For exmaple, use the floating fairy and booming flowers to bring your science brain to life! Create a colour change butterfly or squeeze to make your fairy dance!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/science-sets/science-in-wonderland/p/177708
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190816,True
p_6ua9LLqy0,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys -Teksta Dog,"The new 5th Generation Voice Recognition Puppy is the first Teksta Puppy who actually listens and understands you! This life-like robotic puppy responds to your voice, physical gestures, touch, and sounds. Command your pet to sit, walk, cry, sing, and even do a back flip! Program Teksta to do even more tricks with an Apple iPad or Tablet for Android. His toyetic interaction offers many emotions…barking, crying, and expressive eye patterns to show you how he’s feeling. With over 100 physical and interactive play features, Teksta will excite and inspire children of all ages.",20160812,True
hS3bS7GksVk,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",YouDrive Assortment Little Tikes- Smyths Toys,"Steer like a pro with motion steering and working headlights, this assortment of 4 cars uses a real working steering wheel controller and headlights to race to the finish line!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/little-tikes/youdrive-assortment-little-tikes/p/170505
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190416,True
erLps-ZnGlc,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Smyths Toys Superstores - WWE RAW Universal Champion Kevin Owens,"WWE Superstar from Monday Night Raw Kevin Owens visited Smyths Toys Superstores!

Watch as KO goes head to head with Tom, a boy who wants to get the last Kevin Owens figure in the store! Can Tom defeat the WWE superstar and get his prize?

Also, be sure to check out our WWE Seth Rollins advert - https://youtu.be/zacHu2kKzfA

And visit our WWE online store to see why Smyths Toys are champions of WWE! - http://www.smythstoys.com/uk/en-gb/page/o/wwebrandlanding/

Bring home the action of the WWE with WWE Elite Series 43 Kevin Owens! Recreate your favourite matches with an approximately 15cm figure in ""Superstar scale."" Pose him in a menacing stance, pair him with another figure to battle or create total mayhem by adding multiple figures (each sold separately). Features articulation, amazing accuracy and authentic Superstar details. Let the WWE mayhem begin! Colours and decorations may vary.
KO Figure - http://www.smythstoys.com/uk/en-gb/toys/action-figures-playsets/c-340/wwe-wrestling/p-19532/wwe-elite-series-43-kevin-owens/",20160809,True
Njz2KfUZ36o,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",NERF Laser Ops- Smyths Toys,"The Nerf Laser Ops Pro DeltaBurst Blaster gives players everything they need to face off in head-to-head live-action laser battleS! The DeltaBurst blaster fires a multi-shot IR burst with each pull of the trigger and registers hits with lights and sounds. An LCD screen on the back displays health status and ammo capacity. Designed with unlimited ammo, the blaster has a quick-reload button to replenish supply. Select to face off in a team or free-for-all. Adjust for the environment with the indoor-outdoor switch. Battlers can amp up their play via the Nerf Laser Ops app by using the included armband to wear a smartphone device (not included) on their arm. In the app, they can access real-time battle intel that allows them to customize the blaster, track their performance, earn power-ups, and locate opponents during battle. Attach included solo attachment to the blaster for single-player battling with the app. (App and smart device not included)

Purchase product at Smyths Toys: https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/nerf/nerf/nerf-laser-ops-pro-deltaburst-blaster/p/167574",20180802,True
zgYKLgKXZjQ,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Scotland Yard,"One player takes the role of Mr X whilst others are a team of Scotland Yard detectives. Mr X moves secretly through London and the only clues are his transport tickets! With strategy and teamwork the detectives can trap Mr X but if he escapes he wins the game.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/family-board-games/scotland-yard/p/144283

Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/",20171102,True
uIpha8-eBes,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Shake Headz Slob Monsters Assortment- Smyths Toys,"Unleash the crazy...meet the over 5cm Shakeheadz slob monsters! Gross and gassy monsters, who burp, belch & fart with every shake! The more you shake the more it sounds. Each highly detailed Shakeheadz monster is full of 8 disgusting sounds. Take your monster everywhere in the reusable can. Each Shakeheadz comes in a character soda style can! Simply take out the lid and the base, combine it to keep safe your slob monster for on the go play.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/pocket-money/shake-headz-slob-monsters-assortment/p/171289
 📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190319,True
nAX5Ib3h0bU,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - HEXBUG nano Nitro Slingshot,"Discover an all new realm of fun with the HEXBUG nano Nitro Slingshot! This multi-tiered playset unlocks the world of nano to new and uncharted territories. Watch the nano skitter its way through any maze, travelling through levels, climbing twisting tunnels and chasing its fellow counterparts!

Buy online at http://www.smythstoys.com/uk/en-gb/toys/construction-cars/c-401/hexbug/p-23147/hexbug-nano-nitro-slingshot/

Browse our HEXBUG range at http://www.smythstoys.com/uk/en-gb/toys/construction-cars/c-401/hexbug/",20170411,True
zmd44gV9raw,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Cutetitos Babitos Series 1 Assortment- Smyths Toys,"Cutetitos are adorable, surprise stuffed animals ready to be unrolled and discovered. Disguised in uniquely wrapped mystery packaging, Cutetitos are 19cm assorted animals wrapped in soft, plush burrito blankets. Each comes with a pet collector card that includes detailed information including its species, name, birthday and favorite quotito! And, to find out if each Cutetito's personality is mild, medium or hot, just check out its 'Hot Spot'! Discover a Catito, Bearito, Monkito, Piggito and more—some are ultra rare!

Everybody’s rollin’ their animals like a burrito, but nothing comes close to wrapping up a Cutetito! Based on the viral trend of pet owners wrapping their fur babies in blankets like a burrito, now kids of all ages can unroll burrito blankets with their very own furry friends. Unwrap to reveal which surprise animal is concealed inside!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/cutetitos-babitos-series-1-assortment/p/177045
 📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190730,True
tYjBs906Aw8,There are no actors/presenters or you can never see their faces,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Na! Na! Na! Surprise Teens Doll- Smyths Toys,"Welcome to the lifestyles of the plush & glamorous.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/na-na-na-surprise/c/SM06010475

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210224,True
04ww4xZ8pH4,Mixed,BOTH spoken and sung,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Rubik's Cube - Smyths Toys,"Rubik’s Cube is the world’s most iconic puzzle. This multi-dimensional game has 43 quintillion possible combinations for puzzle lovers to solve.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/family-board-games/rubik-s-cube/p/109128

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210921,True
pg0HQGyFdDc,There are no actors/presenters or you can never see their faces,Sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",NBA 2K20 - Announce Trailer - Smyths Toys,"Purchase NBA 2K20 at Smyths Toys: https://www.smythstoys.com/uk/en-gb/video-games-and-tablets/nba-2k20-video-game/c/nba-2k20

NBA 2K has evolved into much more than a basketball simulation. 2K continues to redefine what’s possible in sports gaming with NBA 2K20, featuring best in class graphics & gameplay, ground breaking game modes, and unparalleled player control and customisation. Plus, with its immersive open-world Neighbourhood, NBA 2K20 is a platform for gamers and ballers to come together and create what’s next in basketball culture.

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #NBA2K20 #PlayStation #Xbox #PS4",20190701,True
KD1XHjYhvVU,Mixed,There are no voices,There are no voices,There are no voices,There are no voices,Sunny Bunnies Giggle and Hop Plush - Smyths Toys,"From the YouTube sensation and now on TV, the Sunny Bunnies spreads fun and laughter wherever they go!

Buy online at https://www.smythstoys.com/ie/en-ie/toys/soft-toys/sunny-bunnies-giggle-and-hop-iris-plush/p/200235

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210507,True
